1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
253	-0.975503	0.250000	0.000040	0.8
254	-0.975512	0.250000	0.000038	0.8
255	-0.975521	0.250000	0.000037	0.8
256	-0.975530	0.250000	0.000039	0.8
257	-0.975530	0.250000	0.000039	0.7
258	-0.975547	0.250000	0.000040	0.7
259	-0.975556	0.250000	0.000041	0.7
260	-0.975557	0.250000	0.000041	0.7
261	-0.975559	0.250000	0.000042	0.8
262	-0.975576	0.250000	0.000041	0.9
263	-0.975577	0.250000	0.000040	0.8
264	-0.975586	0.250000	0.000042	1.1
265	-0.975595	0.250000	0.000041	0.7
266	-0.975604	0.250000	0.000041	0.7
267	-0.975621	0.250000	0.000042	0.7
268	-0.975630	0.250000	0.000042	0.7
269	-0.975639	0.250000	0.000042	0.7
270	-0.975647	0.250000	0.000043	0.7
271	-0.975656	0.250000	0.000043	0.8
272	-0.975664	0.250000	0.000042	0.8
273	-0.975672	0.250000	0.000039	0.8
274	-0.975681	0.250000	0.000041	0.8
275	-0.975689	0.250000	0.000040	0.7
276	-0.975697	0.250000	0.000040	0.7
277	-0.975705	0.250000	0.000042	0.7
278	-0.975713	0.250000	0.000039	0.7
279	-0.975721	0.250000	0.000039	0.7
280	-0.975729	0.250000	0.000039	0.7
281	-0.975737	0.250000	0.000040	0.6
282	-0.975745	0.250000	0.000041	0.8
283	-0.975754	0.250000	0.000040	1.0
284	-0.975763	0.250000	0.000039	0.9
285	-0.975772	0.250000	0.000042	0.7
286	-0.975781	0.250000	0.000043	0.8
287	-0.975789	0.250000	0.000042	0.8
288	-0.975798	0.250000	0.000043	0.8
289	-0.975807	0.250000	0.000042	0.7
290	-0.975816	0.250000	0.000043	0.7
291	-0.975824	0.250000	0.000040	0.7
292	-0.975833	0.250000	0.000039	0.7
293	-0.975840	0.250000	0.000040	0.7
294	-0.975848	0.250000	0.000040	0.7
295	-0.975852	0.250000	0.000041	0.7
296	-0.975859	0.250000	0.000039	0.8
297	-0.975867	0.250000	0.000037	0.7
298	-0.975875	0.250000	0.000038	0.7
299	-0.975883	0.250000	0.000035	0.7
300	-0.975890	0.250000	0.000035	0.7
301	-0.975891	0.250000	0.000036	0.7
302	-0.975898	0.250000	0.000037	0.7
303	-0.975905	0.250000	0.000037	0.7
304	-0.975904	0.250000	0.000036	0.9
305	-0.975912	0.250000	0.000035	1.0
306	-0.975919	0.250000	0.000037	0.8
307	-0.975926	0.250000	0.000034	0.7
308	-0.975933	0.250000	0.000035	0.8
309	-0.975940	0.250000	0.000035	0.7
310	-0.975947	0.250000	0.000035	0.7
311	-0.975954	0.250000	0.000036	0.7
312	-0.975960	0.250000	0.000036	0.7
313	-0.975967	0.250000	0.000036	0.7
314	-0.975974	0.250000	0.000036	0.8
315	-0.975982	0.250000	0.000036	0.8
316	-0.975989	0.250000	0.000038	0.8
317	-0.975996	0.250000	0.000039	0.8
318	-0.976002	0.250000	0.000039	0.8
319	-0.976008	0.250000	0.000043	0.7
320	-0.976015	0.250000	0.000039	0.7
321	-0.976022	0.250000	0.000037	0.7
322	-0.976029	0.250000	0.000039	0.7
323	-0.976035	0.250000	0.000039	0.7
324	-0.976042	0.250000	0.000038	0.7
325	-0.976050	0.250000	0.000038	0.7
326	-0.976048	0.250000	0.000041	0.8
327	-0.976046	0.250000	0.000042	1.1
328	-0.976043	0.250000	0.000042	0.9
329	-0.976049	0.250000	0.000041	0.7
330	-0.976063	0.250000	0.000040	0.7
331	-0.976062	0.250000	0.000041	0.7
332	-0.976076	0.250000	0.000041	0.7
333	-0.976082	0.250000	0.000042	0.7
334	-0.976089	0.250000	0.000042	0.7
335	-0.976095	0.250000	0.000042	0.8
336	-0.976093	0.250000	0.000041	0.8
337	-0.976099	0.250000	0.000040	0.7
338	-0.976105	0.250000	0.000040	0.7
339	-0.976110	0.250000	0.000043	0.7
340	-0.976130	0.125000	0.000045	0.8
341	-0.976119	0.125000	0.000030	0.7
342	-0.976130	0.125000	0.000030	0.7
343	-0.976134	0.125000	0.000030	0.7
344	-0.976145	0.125000	0.000030	0.7
345	-0.976148	0.125000	0.000031	0.7
346	-0.976152	0.125000	0.000030	0.8
347	-0.976155	0.125000	0.000031	1.0
348	-0.976159	0.125000	0.000031	0.8
349	-0.976162	0.125000	0.000030	0.8
350	-0.976166	0.125000	0.000031	0.7
351	-0.976170	0.125000	0.000031	0.7
352	-0.976173	0.125000	0.000033	0.7
353	-0.976184	0.125000	0.000032	0.7
354	-0.976187	0.125000	0.000032	0.8
355	-0.976190	0.125000	0.000031	0.7
356	-0.976194	0.125000	0.000032	0.7
357	-0.976197	0.125000	0.000031	0.7
358	-0.976200	0.125000	0.000029	0.7
359	-0.976204	0.125000	0.000029	0.8
360	-0.976207	0.125000	0.000029	0.8
361	-0.976211	0.125000	0.000029	0.8
362	-0.976214	0.125000	0.000029	0.8
363	-0.976218	0.125000	0.000030	0.8
364	-0.976221	0.125000	0.000032	0.8
365	-0.976225	0.125000	0.000032	0.8
366	-0.976228	0.125000	0.000031	0.8
367	-0.976232	0.125000	0.000032	0.9
368	-0.976227	0.125000	0.000033	1.1
369	-0.976231	0.125000	0.000032	1.6
370	-0.976234	0.125000	0.000030	1.8
371	-0.976238	0.125000	0.000031	1.9
372	-0.976241	0.125000	0.000032	1.8
373	-0.976245	0.125000	0.000031	1.1
374	-0.976249	0.125000	0.000030	2.1
375	-0.976244	0.125000	0.000030	1.2
376	-0.976248	0.125000	0.000030	1.0
377	-0.976251	0.125000	0.000029	2.2
378	-0.976247	0.125000	0.000030	2.5
379	-0.976250	0.125000	0.000030	1.8
380	-0.976254	0.125000	0.000030	1.8
381	-0.976257	0.125000	0.000032	2.0
382	-0.976260	0.125000	0.000031	2.7
383	-0.976271	0.125000	0.000029	2.2
384	-0.976274	0.125000	0.000030	4.1
385	-0.976278	0.125000	0.000031	3.3
386	-0.976280	0.125000	0.000030	1.8
387	-0.976284	0.125000	0.000029	1.6
388	-0.976279	0.125000	0.000029	1.7
389	-0.976282	0.125000	0.000030	2.4
390	-0.976286	0.125000	0.000030	0.9
391	-0.976289	0.125000	0.000031	0.9
392	-0.976292	0.125000	0.000030	1.2
393	-0.976296	0.125000	0.000030	1.8
394	-0.976299	0.125000	0.000031	2.3
395	-0.976303	0.125000	0.000033	2.6
396	-0.976306	0.125000	0.000031	10.1
397	-0.976310	0.125000	0.000029	2.7
398	-0.976313	0.125000	0.000030	1.8
399	-0.976317	0.125000	0.000030	3.5
400	-0.976312	0.125000	0.000030	2.2
401	-0.976308	0.125000	0.000031	5.0
402	-0.976312	0.125000	0.000032	3.5
403	-0.976315	0.125000	0.000033	1.1
404	-0.976319	0.125000	0.000032	2.6
405	-0.976323	0.125000	0.000032	2.6
406	-0.976327	0.125000	0.000032	7.1
407	-0.976331	0.125000	0.000033	1.0
408	-0.976335	0.125000	0.000033	0.9
409	-0.976339	0.125000	0.000033	0.9
410	-0.976343	0.125000	0.000032	2.1
411	-0.976346	0.125000	0.000031	1.1
412	-0.976350	0.125000	0.000031	1.5
413	-0.976353	0.125000	0.000031	1.8
414	-0.976357	0.125000	0.000031	2.4
415	-0.976361	0.125000	0.000032	1.1
416	-0.976364	0.125000	0.000032	1.0
417	-0.976368	0.125000	0.000031	3.3
418	-0.976372	0.125000	0.000032	3.0
419	-0.976375	0.125000	0.000031	1.5
420	-0.976378	0.125000	0.000030	1.6
421	-0.976382	0.125000	0.000030	2.0
422	-0.976385	0.125000	0.000030	2.5
423	-0.976389	0.125000	0.000030	1.4
424	-0.976393	0.125000	0.000030	1.6
425	-0.976388	0.125000	0.000030	1.5
426	-0.976392	0.125000	0.000030	1.2
427	-0.976395	0.125000	0.000030	1.0
428	-0.976399	0.125000	0.000030	1.0
429	-0.976402	0.125000	0.000029	1.5
430	-0.976406	0.125000	0.000029	1.0
431	-0.976409	0.125000	0.000029	1.0
432	-0.976413	0.125000	0.000030	1.7
433	-0.976408	0.125000	0.000028	2.2
434	-0.976419	0.125000	0.000027	2.3
435	-0.976422	0.125000	0.000027	1.4
436	-0.976417	0.125000	0.000027	1.0
437	-0.976420	0.125000	0.000026	1.4
438	-0.976424	0.125000	0.000027	1.6
439	-0.976419	0.125000	0.000027	3.2
440	-0.976422	0.125000	0.000027	1.4
441	-0.976425	0.125000	0.000027	2.0
442	-0.976428	0.125000	0.000028	3.5
443	-0.976431	0.125000	0.000028	1.6
444	-0.976435	0.125000	0.000028	1.6
445	-0.976438	0.125000	0.000028	0.7
446	-0.976441	0.125000	0.000028	0.8
447	-0.976445	0.125000	0.000028	1.2
448	-0.976448	0.125000	0.000029	1.1
449	-0.976451	0.125000	0.000029	0.9
450	-0.976454	0.125000	0.000030	1.1
451	-0.976458	0.125000	0.000030	1.6
452	-0.976461	0.125000	0.000030	1.2
453	-0.976465	0.125000	0.000030	1.7
454	-0.976468	0.125000	0.000030	1.5
455	-0.976471	0.125000	0.000030	1.7
456	-0.976475	0.125000	0.000030	1.7
457	-0.976478	0.125000	0.000027	1.2
458	-0.976481	0.125000	0.000027	1.4
459	-0.976476	0.125000	0.000027	1.3
460	-0.976479	0.125000	0.000028	1.4
461	-0.976482	0.125000	0.000027	1.2
462	-0.976485	0.125000	0.000027	1.2
463	-0.976488	0.125000	0.000027	1.1
464	-0.976491	0.125000	0.000029	1.3
465	-0.976493	0.125000	0.000027	1.5
466	-0.976497	0.125000	0.000026	1.6
467	-0.976500	0.125000	0.000029	1.3
468	-0.976502	0.125000	0.000028	1.4
469	-0.976505	0.125000	0.000026	1.2
470	-0.976508	0.125000	0.000029	1.3
471	-0.976511	0.125000	0.000028	1.3
472	-0.976514	0.125000	0.000026	1.4
473	-0.976517	0.125000	0.000029	1.3
474	-0.976519	0.125000	0.000028	1.1
475	-0.976522	0.125000	0.000026	1.2
476	-0.976525	0.125000	0.000027	1.2
477	-0.976528	0.125000	0.000030	1.6
478	-0.976531	0.125000	0.000029	1.6
479	-0.976534	0.125000	0.000026	1.3
480	-0.976529	0.125000	0.000027	1.2
481	-0.976533	0.125000	0.000030	0.8
482	-0.976535	0.125000	0.000029	1.1
483	-0.976539	0.125000	0.000028	1.3
484	-0.976542	0.125000	0.000028	1.4
485	-0.976546	0.125000	0.000032	1.3
486	-0.976549	0.125000	0.000031	1.2
487	-0.976552	0.125000	0.000029	1.2
488	-0.976556	0.125000	0.000033	1.3
489	-0.976559	0.125000	0.000030	1.2
490	-0.976562	0.125000	0.000030	1.6
491	-0.976566	0.125000	0.000030	1.5
492	-0.976570	0.125000	0.000030	1.1
493	-0.976573	0.125000	0.000029	1.2
494	-0.976577	0.125000	0.000032	1.1
495	-0.976580	0.125000	0.000030	1.2
496	-0.976583	0.125000	0.000031	1.4
497	-0.976587	0.125000	0.000031	1.3
498	-0.976590	0.125000	0.000030	1.2
499	-0.976594	0.125000	0.000030	1.1
